lat,lon,area_m2,guess
34.18839471650815,-98.52026705550843,203.87982994549012,Residential
34.180389499965166,-98.52201900000064,290.16279337164946,Residential
34.188725374583214,-98.5338314452884,246.52092699176347,Residential
34.194984974427534,-98.52071120752461,177.3926638066836,Residential
34.18295299997313,-98.5232745000005,218.6680163391909,Residential
34.18893449999906,-98.52181100000001,44.97709728020206,Residential
34.18725849999974,-98.5096325,88.33156554963041,Residential
34.194466999999335,-98.5223315,42.37913789719396,Residential
34.1899935000129,-98.50663099999971,176.92326698760917,Residential
34.18963350001716,-98.50644599999961,141.85799413511702,Residential
34.18942550000663,-98.52023799999986,27.23950337062875,Residential
34.187854325915744,-98.5091374351983,246.55512459661955,Residential
34.18874400005251,-98.51507249999892,103.85026163515144,Residential
34.19438950001182,-98.52222049999973,96.21135738784983,Residential
34.180102000039284,-98.52226299999919,229.30252668374348,Residential
34.17987200002712,-98.52205899999944,98.42459617116383,Residential
34.18762700000406,-98.50969049999989,157.9437209581974,Residential
34.1795936653046,-98.52241993722046,430.2309183802979,Residential
34.18839701819218,-98.51944632725328,202.3063640306224,Residential
34.188399373199225,-98.51988667063878,200.44165693014645,Residential
34.189485440969435,-98.50594891241684,315.5794383700346,Residential
34.18954768112978,-98.5215394094447,219.31545815982042,Residential
