lat,lon,area_m2,guess
32.01126999999735,-97.0494694999622,187.83469326967167,Residential
32.0109336573602,-97.05607934227115,268.88549360285776,Residential
32.01500935966741,-97.06437863799765,88.71074520058355,Residential
31.998536499998686,-97.04714299999353,24.037954499549038,Residential
31.998289259592298,-97.05406366277792,361.25971617893777,Residential
32.00228200000625,-97.05426399998382,601.7593253852638,Residential
32.019918946005056,-97.05729268320894,100.23559069347786,Residential
32.01581122907971,-97.06186553896364,326.17685322952633,Residential
32.0195117868141,-97.05251603483316,450.728739109365,Residential
32.019283246232845,-97.05737939883376,312.3740134832621,Residential
32.018935238704195,-97.06439239286088,405.21879605836386,Residential
32.00995167938128,-97.05360859050445,127.03178417876047,Residential
32.001047668217886,-97.05637689444156,347.39614807754714,Residential
32.009270655864995,-97.06455011653148,397.8162472606563,Residential
32.009421673870655,-97.06438357737015,71.33431091825798,Residential
32.01515499977945,-97.0621819989153,532.0236725577186,Residential
32.010578330333026,-97.05567286853693,81.91592969416931,Residential
32.00106648924704,-97.05801217089837,120.46306776850606,Residential
32.00180631536378,-97.05823169306784,305.25480511089575,Residential
32.00951484062529,-97.06663701403579,687.1270466009771,Residential
32.00796868775416,-97.04627818186734,304.92868614463237,Residential
32.01330900006694,-97.06495600001774,749.9504174901255,Residential
32.00028736651749,-97.04764398245233,189.9685294358909,Residential
32.01680200000281,-97.05370849998998,138.45755654988972,Residential
32.02071550019631,-97.05195050018064,736.3431488427291,Residential
32.00132655050034,-97.05686075958111,353.3568217885373,Residential
32.00107631644234,-97.0477874119934,70.69204788370469,Residential
32.02269813928808,-97.0600870395819,203.71739050509672,Residential
32.00548450000141,-97.04875949999081,64.09285841824001,Residential
32.01580942124524,-97.0548501698252,396.5764052013554,Residential
32.0012963478734,-97.05710339060903,263.0922498740718,Residential
32.01460750000781,-97.06444400000105,95.61000293981456,Residential
32.00954400004064,-97.05558000004717,216.69169142467678,Residential
31.99960549951209,-97.05549583317442,438.5273247286648,Residential
32.01673963964645,-97.06032783699554,411.5465630424367,Residential
32.013002676715736,-97.05690303586188,109.53607371493936,Residential
31.999634330011837,-97.05494400716937,103.99838544999541,Residential
32.0148980000289,-97.06419650001999,198.8569140240086,Residential
31.99929467687157,-97.05470546370303,358.40024410394597,Residential
31.99870200000203,-97.04727649998782,63.395531924661725,Residential
32.000892669016,-97.05851159252123,232.38146515867822,Residential
32.01085616187547,-97.04556816149136,422.74656126172897,Residential
32.021688581937816,-97.04019570079022,258.1778227323258,Residential
32.0011158342735,-97.04797750143086,65.87197784906783,Residential
32.0052809707492,-97.05054182756051,36.295211044649385,Residential
32.022282000020844,-97.04131000003834,114.20941833966546,Residential
32.019800500076826,-97.05790850003564,695.6887353778177,Residential
32.00121350830286,-97.05823416210625,135.6248391990458,Residential
32.001663000005344,-97.0391754999906,126.48405452570631,Residential
32.00980979585135,-97.05347998481078,107.95279303198653,Residential
31.998410426772683,-97.04301844087783,319.9296093423547,Residential
32.00030568752877,-97.04716806518331,50.9041703283775,Residential
32.00040650007021,-97.05686899990442,349.39967222743337,Residential
32.00261100002025,-97.05909199996809,135.90037778756505,Residential
32.01622723859163,-97.06022945921637,180.2275086421606,Residential
31.99865150001337,-97.05385700001534,304.42274156667156,Residential
32.002001281705176,-97.05417530711155,62.664683063977115,Residential
32.010935005613135,-97.0494632510495,360.8769494161163,Residential
32.01607787708801,-97.05455124429338,92.90110734957572,Residential
32.016402000002955,-97.06364850000006,50.622283592548776,Residential
32.02233941675071,-97.04047339133894,481.04784593265094,Residential
32.00124149999638,-97.04818449996641,175.00868416004235,Residential
31.998434667045945,-97.04814200700082,55.872015136260195,Residential
32.015359824336095,-97.06197697811902,241.6113027969834,Residential
32.01638965574027,-97.06461415257714,260.95810967921875,Residential
31.999138355532587,-97.0468481552217,298.59167040348603,Residential
32.000046511422184,-97.04749487375321,292.41155564896593,Residential
32.001041178527565,-97.04761263898841,64.02786384084904,Residential
32.00177900001706,-97.04806950001495,130.39131473512455,Residential
31.998634636771335,-97.05331673172073,515.5762686530751,Residential
32.00267298027473,-97.0593201509348,195.36317475891764,Residential
32.00097558071331,-97.04801744437505,152.91048756089344,Residential
32.00968808077387,-97.05525232139878,235.728688585144,Residential
32.01971550000885,-97.05744500000603,81.98634424602243,Residential
32.005351918424196,-97.0508491769503,187.0081594331951,Residential
32.02025998189932,-97.05220418182991,221.1093072417208,Residential
32.0015561739434,-97.05713545898953,274.19854799805637,Residential
31.999274179921173,-97.04646607670985,55.09618094016241,Residential
31.99941381556118,-97.0465911170614,87.87292438531654,Residential
32.001947666461504,-97.05804449291568,168.34702278651906,Residential
31.99925050000892,-97.04716800000399,85.74589051128937,Residential
32.0111156714545,-97.0451495486551,268.21173711391725,Residential
32.009725701158985,-97.05390383325428,206.22471923046848,Residential
31.998323000033185,-97.04809850004271,237.54018722689466,Residential
32.015829877972095,-97.06270353044738,669.6394880496578,Residential
32.010662334345085,-97.05663700184212,165.90603971138216,Residential
32.008546000021425,-97.0462910000014,269.33471608514685,Residential
32.00966350000009,-97.0645159999897,114.76741293269228,Residential
32.02302650673998,-97.05031793568666,304.7055019182899,Residential
32.00883321797696,-97.06646236079276,180.54467537399952,Residential
31.99933782884509,-97.04696998806266,106.91245927457183,Residential
32.00168788937235,-97.05461690623147,321.072911208007,Residential
